date,playgroup_num,playgroup_name,num_victories,num_losses,num_deaths,level
2021-10-21 04:27:49.365855+00:00,86,The Twilight Zone,6,0,0,Seasoned
2021-10-23 05:05:20.680577+00:00,13,Maelstrom,4,0,0,Newbie or Novice
2021-10-23 22:52:00+00:00,123,The City,2,0,0,Any
2021-10-24 02:29:00+00:00,13,Maelstrom,2,0,1,Any
2021-10-24 02:36:32.516042+00:00,38,The Netherworld,1,0,5,Newbie or Novice
2021-10-29 05:03:00+00:00,30,Pilos,4,0,0,Newbie or Novice
2021-10-29 17:53:38.879575+00:00,123,The City,2,0,0,Any
2021-10-30 02:50:13.020918+00:00,34,The Lights Went Out,0,3,0,Newbie
2021-10-30 05:21:29.504400+00:00,32,Project *******,4,0,0,Any
2021-10-31 00:19:04.070561+00:00,134,Reigns of Chaos,4,0,0,Any
2021-10-31 03:14:50.782371+00:00,91,Happy marshmallow pony hug land,3,0,0,Novice
2021-11-01 03:41:58.382388+00:00,89,The Tattered Curtain,4,0,0,Any
2021-11-02 23:10:43.904133+00:00,30,Pilos,7,0,0,Any
2021-11-05 03:00:00+00:00,65,The Universe,3,0,0,Any
2021-11-06 05:22:00+00:00,34,The Lights Went Out,3,0,1,Newbie or Novice
2021-11-07 01:50:41.704302+00:00,32,Project *******,4,0,0,Any
2021-11-07 01:54:00+00:00,134,Reigns of Chaos,3,0,0,Newbie or Novice
2021-11-08 01:25:57.540014+00:00,38,The Netherworld,5,0,0,Newbie or Novice
2021-11-09 04:46:00+00:00,13,Maelstrom,0,1,1,Newbie or Novice
2021-11-10 17:07:39.724580+00:00,123,The City,2,0,0,Any
2021-11-11 05:50:28.786705+00:00,32,Project *******,1,3,0,Novice
2021-11-11 15:15:28.361137+00:00,13,Maelstrom,5,0,0,Newbie or Novice
2021-11-12 03:09:47.424576+00:00,43,Failure To Reach Valhalla,5,0,0,Novice
2021-11-12 21:20:05.160895+00:00,117,The Void,9,0,0,Newbie or Novice
2021-11-13 05:36:46.725220+00:00,32,Project *******,3,0,0,Newbie or Novice
2021-11-13 23:56:45.868000+00:00,22,Blanche,5,0,0,Newbie or Novice
2021-11-15 03:40:00+00:00,135,Light within,4,0,0,Newbie or Novice
2021-11-15 23:00:00+00:00,141,The Hollowed,2,0,1,Any
2021-11-16 03:21:00+00:00,80,Realm of mysteries,1,2,0,Any
2021-11-16 05:30:07.043844+00:00,88,Earth42,4,0,0,Newbie or Novice
2021-11-17 05:17:46.975360+00:00,32,Project *******,3,1,0,Any
2021-11-18 22:10:00+00:00,141,The Hollowed,0,2,0,Any
2021-11-19 05:11:38.810985+00:00,121,Reset Earth,3,0,0,Any
2021-11-20 05:14:12.611564+00:00,28,Dark Mirror,2,2,0,Newbie or Novice
2021-11-21 00:48:20.395801+00:00,136,Sunken Dreams,4,0,0,Any
2021-11-21 06:49:30.452185+00:00,32,Project *******,4,0,0,Novice
2021-11-23 05:40:44.897531+00:00,30,Pilos,3,0,0,Seasoned
2021-11-25 20:24:36.748571+00:00,20,The Mythos,0,0,1,Any
2021-11-28 06:30:56.088480+00:00,13,Maelstrom,4,0,0,Any
2021-11-29 00:42:09.167869+00:00,136,Sunken Dreams,1,2,0,Any
2021-12-02 04:01:50.607642+00:00,89,The Tattered Curtain,5,0,0,Novice
2021-12-02 14:08:42.158146+00:00,117,The Void,3,0,0,Newbie or Novice
2021-12-04 06:23:00+00:00,32,Project *******,4,0,0,Any
2021-12-04 18:45:01.501544+00:00,73,Age of Expansion,2,0,0,Any
2021-12-06 04:05:50.100543+00:00,22,Blanche,4,0,0,Any
2021-12-09 03:11:06.327779+00:00,143,Illuminated Bebop,4,0,0,Newbie or Novice
2021-12-09 03:47:26.467596+00:00,46,Earth42,4,0,0,Newbie or Novice
2021-12-11 22:32:00+00:00,117,The Void,5,0,0,Newbie
2021-12-13 03:39:43.430352+00:00,22,Blanche,4,0,0,Any
2021-12-13 05:59:00+00:00,46,Earth42,3,1,0,Novice
2021-12-16 03:52:00+00:00,136,Sunken Dreams,1,1,0,Any
2021-12-17 06:14:01.157064+00:00,13,Maelstrom,4,0,0,Newbie
2021-12-18 05:31:00+00:00,32,Project *******,3,0,1,Novice
2021-12-19 03:37:17.864905+00:00,136,Sunken Dreams,3,0,0,Any
2021-12-20 05:47:48.358909+00:00,136,Sunken Dreams,0,5,0,Any
2021-12-21 06:15:00+00:00,13,Maelstrom,4,0,0,Newbie
2021-12-22 16:57:40.213479+00:00,1,NC Reborn,3,3,0,Seasoned
2021-12-24 01:21:00+00:00,32,Project *******,0,3,0,Newbie or Novice
2021-12-27 16:26:52.868503+00:00,136,Sunken Dreams,5,0,0,Any
2021-12-28 01:58:00+00:00,30,Pilos,0,3,1,Newbie or Novice
2021-12-29 07:11:43.353327+00:00,51,Corryvreckan,5,0,0,Any
2021-12-30 09:25:00+00:00,32,Project *******,6,0,0,Any
2021-12-31 03:18:18.228548+00:00,32,Project *******,3,0,0,Any
2022-01-01 05:31:32.240498+00:00,32,Project *******,3,0,1,Newbie or Novice
2022-01-01 15:51:23.306921+00:00,124,Khortos,1,1,1,Any
2022-01-03 06:10:00+00:00,32,Project *******,5,0,0,Any
2022-01-06 03:13:15.534115+00:00,13,Maelstrom,3,0,0,Novice
2022-01-07 05:38:00+00:00,32,Project *******,4,0,0,Newbie or Novice
2022-01-08 06:06:50.404177+00:00,38,The Netherworld,3,0,0,Any
2022-01-08 19:13:44.801033+00:00,73,Age of Expansion,2,0,0,Any
2022-01-09 03:18:09.634740+00:00,13,Maelstrom,5,0,0,Newbie or Novice
2022-01-10 05:25:42.731142+00:00,32,Project *******,3,0,0,Newbie or Novice
2022-01-12 02:19:07.413551+00:00,136,Sunken Dreams,3,0,0,Any
2022-01-12 07:09:42.279265+00:00,32,Project *******,6,0,0,Newbie or Novice
2022-01-13 04:05:47.566768+00:00,13,Maelstrom,3,0,0,Newbie
2022-01-15 06:53:16.978301+00:00,32,Project *******,2,0,2,Any
2022-01-15 22:11:35.675764+00:00,117,The Void,3,0,0,Newbie or Novice
2022-01-17 04:37:56.250677+00:00,22,Blanche,4,0,0,Any
2022-01-19 01:39:00+00:00,137,The Contract Play-by-Post,3,0,1,Newbie or Novice
2022-01-19 05:00:19.424696+00:00,32,Project *******,0,4,1,Any
2022-01-20 06:32:18.809424+00:00,32,Project *******,4,0,0,Newbie or Novice
2022-01-20 18:49:58.309429+00:00,117,The Void,2,0,0,Any
2022-01-20 22:24:48.824266+00:00,117,The Void,2,0,1,Any
2022-01-20 23:43:00+00:00,137,The Contract Play-by-Post,6,0,0,Newbie
2022-01-22 06:25:21.186394+00:00,32,Project *******,4,0,1,Any
2022-01-24 01:31:32.925255+00:00,13,Maelstrom,4,0,0,Newbie or Novice
2022-01-24 06:09:42.577344+00:00,32,Project *******,0,5,0,Any
2022-01-26 05:33:28.073045+00:00,32,Project *******,4,0,0,Newbie or Novice
2022-01-27 00:15:00+00:00,32,Project *******,4,0,0,Newbie or Novice
2022-01-27 04:32:40.832877+00:00,32,Project *******,3,0,1,Any
2022-01-29 06:00:33.916515+00:00,32,Project *******,0,4,0,Any
2022-01-29 17:57:15.074400+00:00,73,Age of Expansion,1,0,0,Any
2022-01-30 05:12:33.088851+00:00,32,Project *******,4,0,0,Any
2022-01-30 21:31:42.305776+00:00,13,Maelstrom,2,1,2,Newbie or Novice
2022-02-02 04:07:09.818231+00:00,32,Project *******,3,0,0,Newbie or Novice
2022-02-03 03:46:28.031299+00:00,32,Project *******,3,0,0,Newbie
2022-02-03 19:43:08.800546+00:00,13,Maelstrom,3,0,0,Newbie
2022-02-05 06:35:00+00:00,32,Project *******,0,3,2,Newbie or Novice
2022-02-06 04:02:43.136491+00:00,32,Project *******,0,3,1,Any
2022-02-07 03:56:00+00:00,32,Project *******,4,0,0,Newbie or Novice
2022-02-08 18:32:09.651528+00:00,38,The Netherworld,7,3,0,Any
2022-02-09 04:13:52.396293+00:00,13,Maelstrom,4,0,0,Newbie or Novice
2022-02-09 05:08:14.371810+00:00,32,Project *******,4,0,0,Newbie or Novice
2022-02-10 03:10:26.440459+00:00,32,Project *******,3,0,0,Newbie or Novice
2022-02-10 06:13:16.391786+00:00,137,The Contract Play-by-Post,0,0,3,Newbie
2022-02-11 08:29:30.356308+00:00,32,Project *******,5,0,0,Newbie or Novice
2022-02-13 03:36:00+00:00,32,Project *******,3,0,1,Newbie or Novice
2022-02-14 05:29:47.886091+00:00,32,Project *******,3,0,0,Newbie or Novice
2022-02-16 02:59:13.158896+00:00,13,Maelstrom,5,0,0,Newbie or Novice
2022-02-16 04:33:53.648966+00:00,32,Project *******,4,0,0,Newbie or Novice
2022-02-17 05:22:36.186721+00:00,32,Project *******,5,0,0,Any
2022-02-18 06:17:12.449389+00:00,32,Project *******,5,0,0,Newbie or Novice
2022-02-19 09:43:59.482286+00:00,32,Project *******,4,0,0,Any
2022-02-20 04:01:09.426426+00:00,32,Project *******,4,0,1,Any
2022-02-21 10:14:12.307404+00:00,32,Project *******,0,4,0,Any
2022-02-21 23:17:00+00:00,30,Pilos,4,0,1,Newbie or Novice
2022-02-22 08:31:11.120074+00:00,32,Project *******,5,0,0,Newbie or Novice
2022-02-22 17:36:00+00:00,137,The Contract Play-by-Post,3,1,0,Newbie or Novice
2022-02-23 05:03:30.540556+00:00,32,Project *******,5,0,0,Any
2022-02-24 06:58:03.296920+00:00,32,Project *******,3,0,1,Any
2022-02-25 07:41:59.803124+00:00,32,Project *******,4,0,0,Novice
2022-02-26 06:57:25.960120+00:00,32,Project *******,2,0,2,Any
2022-02-27 08:39:19.514426+00:00,32,Project *******,3,1,0,Newbie or Novice
2022-02-28 11:22:10.465114+00:00,32,Project *******,4,0,0,Newbie or Novice
2022-02-28 18:13:47.383019+00:00,22,Blanche,4,0,0,Any
2022-03-01 02:17:45.305691+00:00,13,Maelstrom,4,0,0,Any
2022-03-02 06:38:48.428216+00:00,32,Project *******,4,1,0,Newbie or Novice
2022-03-03 04:05:00+00:00,13,Maelstrom,4,0,0,Newbie or Novice
2022-03-03 11:17:56.006206+00:00,32,Project *******,2,0,0,Newbie or Novice
2022-03-04 21:36:00+00:00,159,Still Waters,2,0,0,Newbie
2022-03-05 11:08:00+00:00,32,Project *******,3,0,1,Novice
2022-03-07 08:37:54.204272+00:00,32,Project *******,2,0,0,Any
2022-03-09 09:50:10.194719+00:00,32,Project *******,3,0,0,Newbie or Novice
2022-03-09 15:05:46.928899+00:00,124,Khortos,0,3,0,Any
2022-03-09 22:28:32.967973+00:00,137,The Contract Play-by-Post,0,0,0,Any
2022-03-10 04:07:07.839373+00:00,20,The Mythos,5,0,0,Newbie or Novice
2022-03-10 09:02:00.250056+00:00,32,Project *******,3,1,0,Newbie or Novice
2022-03-14 20:14:20.996883+00:00,117,The Void,2,0,0,Any
2022-03-16 01:27:22.691350+00:00,159,Still Waters,1,0,0,Newbie
2022-03-16 04:32:39.959694+00:00,13,Maelstrom,4,0,0,Newbie or Novice
2022-03-17 06:50:54.951626+00:00,32,Project *******,4,0,0,Any
2022-03-18 23:14:14.404487+00:00,13,Maelstrom,3,0,0,Newbie or Novice
2022-03-19 05:57:29.648408+00:00,32,Project *******,5,0,0,Any
2022-03-21 19:51:00+00:00,32,Project *******,0,4,0,Newbie or Novice
2022-03-22 03:55:07.345999+00:00,117,The Void,2,0,0,Any
2022-03-22 09:05:56.722260+00:00,32,Project *******,4,0,0,Newbie or Novice
2022-03-25 17:09:22.304298+00:00,117,The Void,2,0,0,Any
2022-03-25 18:18:00+00:00,32,Project *******,0,2,0,Newbie or Novice
2022-03-26 05:27:23.819405+00:00,32,Project *******,5,0,0,Any
2022-03-28 01:00:48.526352+00:00,117,The Void,0,4,0,Seasoned
2022-03-28 06:36:00+00:00,32,Project *******,2,0,1,Newbie or Novice
2022-04-01 08:16:18.560231+00:00,32,Project *******,4,0,0,Newbie or Novice
2022-04-02 08:33:38.363997+00:00,32,Project *******,3,0,1,Any
2022-04-03 04:00:00+00:00,32,Project *******,6,0,0,Newbie
2022-04-03 14:48:35.820615+00:00,137,The Contract Play-by-Post,2,0,0,Newbie
2022-04-04 00:28:50.560539+00:00,117,The Void,4,0,1,Newbie or Novice
2022-04-04 08:40:43.013811+00:00,13,Maelstrom,4,0,1,Newbie or Novice
2022-04-05 06:36:31.468101+00:00,32,Project *******,4,0,0,Any
2022-04-06 05:53:01.887025+00:00,159,Still Waters,3,0,0,Newbie
2022-04-07 05:47:03.574369+00:00,32,Project *******,3,0,1,Newbie or Novice
2022-04-10 06:24:00+00:00,32,Project *******,4,0,0,Newbie or Novice
2022-04-13 06:53:00+00:00,32,Project *******,3,0,0,Novice
2022-04-13 18:04:21.782861+00:00,137,The Contract Play-by-Post,2,0,1,Newbie or Novice
2022-04-14 06:22:04.316373+00:00,32,Project *******,4,0,0,Newbie or Novice
2022-04-15 00:03:06.511980+00:00,160,The Jedi of Nuclear Ages,3,0,0,Newbie
2022-04-16 21:54:30.945328+00:00,156,Trankuillity,3,0,0,Any
2022-04-17 22:28:11.930578+00:00,13,Maelstrom,2,1,0,Newbie
2022-04-18 03:49:17.087195+00:00,32,Project *******,3,0,0,Newbie
2022-04-21 02:44:07.066310+00:00,32,Project *******,5,0,0,Any
2022-04-23 04:37:00+00:00,32,Project *******,5,0,0,Newbie or Novice
2022-04-24 04:39:19.729607+00:00,32,Project *******,4,0,0,Novice
2022-04-27 20:06:13.834182+00:00,137,The Contract Play-by-Post,4,0,0,Newbie or Novice
2022-04-29 06:06:03.826706+00:00,32,Project *******,3,0,1,Any
2022-04-30 15:40:42.751709+00:00,144,World Of Avatar,4,0,0,Any
2022-05-04 05:20:47.071322+00:00,32,Project *******,5,0,0,Newbie or Novice
2022-05-06 17:19:09.641404+00:00,172,The Hollowed Eye,3,0,0,Newbie or Novice
2022-05-07 01:45:05.696323+00:00,172,The Hollowed Eye,2,0,1,Newbie or Novice
2022-05-07 05:32:06.240241+00:00,30,Pilos,2,0,0,Newbie or Novice
2022-05-07 06:33:32.344783+00:00,32,Project *******,3,0,0,Newbie or Novice
2022-05-08 03:01:36.628018+00:00,13,Maelstrom,2,0,1,Newbie or Novice
2022-05-08 12:14:00+00:00,32,Project *******,3,0,0,Any
2022-05-09 01:00:00+00:00,179,GrÃ¼nestal,0,3,0,Any
2022-05-09 04:35:56.606234+00:00,32,Project *******,5,0,0,Newbie or Novice
2022-05-10 05:00:23.108273+00:00,32,Project *******,3,0,0,Any
2022-05-10 18:53:00.356976+00:00,172,The Hollowed Eye,2,0,0,Any
2022-05-11 04:23:26.491205+00:00,134,Reigns of Chaos,3,0,0,Newbie
2022-05-11 13:29:11.082790+00:00,159,Still Waters,0,3,0,Newbie
2022-05-12 01:00:19.702224+00:00,13,Maelstrom,2,0,1,Newbie or Novice
2022-05-12 07:19:02.920788+00:00,32,Project *******,3,0,0,Any
2022-05-12 23:53:33.918280+00:00,30,Pilos,3,3,0,Seasoned
2022-05-13 03:04:28.075011+00:00,137,The Contract Play-by-Post,3,0,0,Newbie
2022-05-14 01:29:23.679284+00:00,13,Maelstrom,4,0,0,Newbie or Novice
2022-05-14 01:36:21.398075+00:00,117,The Void,4,0,1,Newbie or Novice
2022-05-14 03:56:29.870545+00:00,134,Reigns of Chaos,5,0,0,Newbie or Novice
2022-05-14 08:08:28.388034+00:00,32,Project *******,5,0,0,Any
2022-05-15 01:36:11.974627+00:00,32,Project *******,4,0,0,Any
2022-05-15 01:40:05.888262+00:00,20,The Mythos,5,0,0,Any
2022-05-15 02:58:00+00:00,13,Maelstrom,3,0,1,Any
2022-05-15 03:15:00+00:00,13,Maelstrom,4,0,0,Newbie or Novice
2022-05-16 02:13:29.578008+00:00,13,Maelstrom,2,3,0,Newbie
2022-05-18 07:11:19.927778+00:00,32,Project *******,3,0,1,Newbie or Novice
2022-05-18 15:11:07.675327+00:00,13,Maelstrom,0,2,0,Novice
2022-05-19 21:02:41.102753+00:00,13,Maelstrom,2,0,0,Any
2022-05-20 02:49:52.733447+00:00,13,Maelstrom,3,0,0,Newbie or Novice
2022-05-21 04:30:58.114455+00:00,13,Maelstrom,2,1,0,Newbie or Novice
2022-05-21 07:41:38.234134+00:00,32,Project *******,3,0,1,Any
2022-05-22 02:08:00+00:00,13,Maelstrom,4,0,1,Any
2022-05-23 03:13:07.984028+00:00,13,Maelstrom,3,0,0,Any
2022-05-24 07:07:28.379013+00:00,32,Project *******,4,0,0,Novice
2022-05-25 04:40:22.924506+00:00,159,Still Waters,2,0,0,Newbie
2022-05-25 14:12:37.855159+00:00,137,The Contract Play-by-Post,4,0,0,Newbie or Novice
2022-05-26 04:09:00+00:00,13,Maelstrom,5,0,0,Newbie or Novice
2022-05-27 03:42:32.905822+00:00,13,Maelstrom,4,0,0,Newbie or Novice
2022-05-27 07:33:59.006661+00:00,137,The Contract Play-by-Post,3,0,0,Newbie or Novice
2022-05-28 04:53:00+00:00,13,Maelstrom,4,0,0,Any
2022-05-28 05:23:14.922502+00:00,13,Maelstrom,4,0,0,Newbie
2022-05-29 00:30:00+00:00,13,Maelstrom,4,0,0,Newbie
2022-05-29 00:30:00+00:00,175,testing,0,0,0,Any
2022-05-29 00:30:00+00:00,175,testing,0,2,0,Any
2022-05-29 05:49:12.862182+00:00,13,Maelstrom,3,0,0,Newbie or Novice
2022-05-30 02:55:53.952214+00:00,134,Reigns of Chaos,2,0,1,Any
2022-05-30 04:34:06.241317+00:00,13,Maelstrom,3,1,0,Newbie or Novice
2022-05-31 03:44:00+00:00,13,Maelstrom,4,0,0,Newbie
2022-05-31 07:11:00+00:00,13,Maelstrom,4,0,1,Any
2022-06-01 05:11:03.195856+00:00,32,Project *******,4,0,0,Newbie or Novice
2022-06-02 04:39:18.030989+00:00,13,Maelstrom,5,0,0,Any
2022-06-03 10:03:37.068236+00:00,13,Maelstrom,0,3,0,Newbie or Novice
2022-06-04 03:48:22.680486+00:00,13,Maelstrom,5,0,0,Newbie or Novice
2022-06-05 14:29:52.796607+00:00,13,Maelstrom,4,0,0,Newbie or Novice
2022-06-05 19:36:12.904007+00:00,13,Maelstrom,2,0,0,Any
2022-06-06 03:46:00+00:00,32,Project *******,4,0,0,Any
2022-06-06 15:09:06.542069+00:00,13,Maelstrom,3,0,0,Any
2022-06-06 23:00:39.167339+00:00,13,Maelstrom,3,0,0,Newbie or Novice
2022-06-07 12:26:00+00:00,13,Maelstrom,4,0,0,Newbie
2022-06-08 02:36:00+00:00,13,Maelstrom,5,0,0,Newbie
2022-06-08 19:17:20.825174+00:00,13,Maelstrom,3,0,0,Newbie or Novice
2022-06-09 06:43:59.333306+00:00,32,Project *******,5,0,0,Newbie or Novice
2022-06-10 02:12:54.486134+00:00,13,Maelstrom,2,0,0,Newbie or Novice
2022-06-10 12:14:20.653813+00:00,13,Maelstrom,2,0,0,Novice
2022-06-11 05:10:15.107727+00:00,32,Project *******,5,0,1,Newbie or Novice
2022-06-11 07:20:52.117706+00:00,13,Maelstrom,2,0,1,Newbie or Novice
2022-06-12 04:20:38.482411+00:00,13,Maelstrom,4,0,0,Newbie
2022-06-13 04:40:29.549314+00:00,13,Maelstrom,2,1,1,Novice
2022-06-13 16:11:00+00:00,180,Hoodeds Test stuff,0,0,0,Any
2022-06-15 00:47:34.622295+00:00,13,Maelstrom,0,2,0,Newbie
2022-06-15 05:49:52.161942+00:00,32,Project *******,2,0,2,Newbie or Novice
2022-06-15 08:08:14.519931+00:00,13,Maelstrom,5,0,0,Any
2022-06-15 16:07:45.228050+00:00,117,The Void,3,0,0,Newbie or Novice
2022-06-16 00:24:00+00:00,13,Maelstrom,1,3,0,Any
2022-06-16 03:21:00+00:00,174,Os fodaðŸ˜Ž,1,0,0,Any
2022-06-16 03:21:00+00:00,174,Os fodaðŸ˜Ž,1,0,0,Any
2022-06-16 03:21:00+00:00,179,GrÃ¼nestal,1,0,0,Any
2022-06-16 03:21:00+00:00,174,Os fodaðŸ˜Ž,0,0,0,Any
2022-06-16 03:21:00+00:00,179,GrÃ¼nestal,3,0,0,Any
2022-06-16 03:21:00+00:00,174,Os fodaðŸ˜Ž,2,0,0,Any
2022-06-16 03:21:00+00:00,174,Os fodaðŸ˜Ž,1,0,0,Any
2022-06-16 07:40:21.177105+00:00,32,Project *******,2,0,0,Seasoned
2022-06-17 02:48:31.812408+00:00,13,Maelstrom,3,0,0,Newbie or Novice
2022-06-17 04:43:23.163816+00:00,13,Maelstrom,2,1,0,Any
2022-06-17 17:14:53.397500+00:00,32,Project *******,2,0,0,Newbie
2022-06-18 03:21:00+00:00,179,GrÃ¼nestal,3,0,0,Any
2022-06-18 03:21:00+00:00,179,GrÃ¼nestal,1,0,0,Any
2022-06-18 09:12:38.125989+00:00,13,Maelstrom,3,0,0,Novice
2022-06-19 00:45:51.279802+00:00,32,Project *******,4,0,0,Any
2022-06-19 04:40:00+00:00,13,Maelstrom,2,0,0,Newbie or Novice
2022-06-20 02:07:42.680110+00:00,137,The Contract Play-by-Post,4,0,0,Newbie or Novice
2022-06-20 02:50:00+00:00,13,Maelstrom,0,5,0,Newbie or Novice
2022-06-20 20:53:46.512502+00:00,75,Darkwood,4,0,0,Newbie or Novice
2022-06-20 22:20:35.413243+00:00,13,Maelstrom,4,0,0,Newbie or Novice
2022-06-21 17:08:52.481181+00:00,137,The Contract Play-by-Post,4,0,0,Newbie or Novice
2022-06-21 22:29:27.574717+00:00,13,Maelstrom,0,3,1,Newbie
2022-06-22 05:35:09.278115+00:00,13,Maelstrom,2,0,0,Newbie
2022-06-22 07:17:52.888721+00:00,175,testing,0,0,0,Any
2022-06-23 08:36:07.331385+00:00,32,Project *******,4,1,0,Newbie or Novice
2022-06-23 22:31:43.081232+00:00,13,Maelstrom,3,0,1,Newbie or Novice
2022-06-24 05:25:45.517167+00:00,13,Maelstrom,3,0,0,Seasoned
2022-06-26 03:18:57.133225+00:00,13,Maelstrom,4,0,0,Newbie or Novice
2022-06-27 10:52:03.723779+00:00,32,Project *******,0,2,1,Newbie or Novice
2022-06-28 02:21:05.533095+00:00,32,Project *******,4,0,0,Newbie or Novice
2022-06-28 11:14:33.145406+00:00,146,North Star,0,4,0,Any
2022-06-29 04:46:11.795786+00:00,32,Project *******,5,0,0,Any
2022-06-29 17:48:21.687453+00:00,80,Realm of mysteries,0,2,1,Newbie or Novice
2022-06-30 03:09:54.100379+00:00,95,Illuminated San Francisco,0,2,2,Newbie
2022-06-30 04:27:13.723030+00:00,32,Project *******,4,0,0,Novice
2022-07-01 06:46:00+00:00,13,Maelstrom,2,0,2,Newbie or Novice
2022-07-01 21:11:00+00:00,175,testing,0,0,0,Any
2022-07-02 07:35:30.495611+00:00,134,Reigns of Chaos,5,1,0,Newbie or Novice
2022-07-03 20:05:23.222958+00:00,32,Project *******,3,0,0,Newbie or Novice
2022-07-04 02:25:39.293946+00:00,13,Maelstrom,2,2,0,Newbie or Novice
2022-07-04 23:11:00+00:00,175,testing,0,0,0,Any
2022-07-05 22:58:21.883008+00:00,134,Reigns of Chaos,4,0,0,Newbie or Novice
2022-07-08 04:17:17.742360+00:00,32,Project *******,3,0,0,Any
2022-07-09 05:38:12.084261+00:00,183,Illuminated Tokyo,2,0,0,Newbie
2022-07-09 22:35:00+00:00,13,Maelstrom,4,0,0,Newbie or Novice
2022-07-10 01:16:09.102723+00:00,95,Illuminated San Francisco,3,0,0,Any
2022-07-10 04:01:00+00:00,179,GrÃ¼nestal,3,0,0,Any
2022-07-10 04:01:00+00:00,179,GrÃ¼nestal,1,0,0,Any
2022-07-11 09:59:00+00:00,13,Maelstrom,3,0,0,Newbie or Novice
2022-07-13 15:53:37.494976+00:00,13,Maelstrom,3,0,0,Novice
2022-07-16 03:12:30.722710+00:00,32,Project *******,3,0,0,Novice
2022-07-17 03:45:25.996897+00:00,30,Pilos,1,2,0,Any
2022-07-18 01:01:00.428481+00:00,186,Denver: Wash Park,4,0,0,Newbie
2022-07-18 03:16:00+00:00,183,Illuminated Tokyo,2,0,1,Any
2022-07-20 04:34:00+00:00,183,Illuminated Tokyo,3,0,0,Newbie or Novice
2022-07-24 06:51:21.360367+00:00,80,Realm of mysteries,4,0,0,Newbie or Novice
2022-07-25 06:17:48.935567+00:00,13,Maelstrom,4,0,0,Newbie or Novice
2022-07-26 03:48:04.037643+00:00,186,Denver: Wash Park,3,0,0,Newbie
2022-07-26 07:00:23.354751+00:00,80,Realm of mysteries,4,0,0,Newbie or Novice
2022-07-28 09:28:34.349548+00:00,32,Project *******,3,0,0,Seasoned
2022-07-29 07:28:45.455666+00:00,80,Realm of mysteries,3,0,1,Newbie
2022-07-30 05:25:08.775615+00:00,13,Maelstrom,4,0,0,Novice
2022-08-02 02:29:01.177259+00:00,13,Maelstrom,6,0,0,Newbie or Novice
2022-08-05 05:47:19.148392+00:00,13,Maelstrom,6,0,0,Any
2022-08-06 00:45:00+00:00,13,Maelstrom,3,0,1,Novice
2022-08-06 03:19:50.943859+00:00,188,Simulation,3,0,0,Any
2022-08-07 02:19:40.873628+00:00,32,Project *******,2,0,0,Any
2022-08-08 01:32:21.657835+00:00,187,Contractores do SUCC,3,0,0,Any
2022-08-08 05:35:22.203194+00:00,124,Khortos,3,0,0,Any
2022-08-09 22:33:13.269559+00:00,13,Maelstrom,1,2,0,Any
2022-08-10 01:19:38.422180+00:00,32,Project *******,3,0,0,Any
2022-08-12 00:38:24.182454+00:00,13,Maelstrom,5,0,0,Any
2022-08-13 07:45:15.671502+00:00,13,Maelstrom,3,0,0,Seasoned
2022-08-14 05:59:25.267264+00:00,13,Maelstrom,4,0,0,Any
2022-08-14 06:51:59.609140+00:00,137,The Contract Play-by-Post,0,2,0,Newbie
2022-08-15 09:17:16.878498+00:00,137,The Contract Play-by-Post,3,0,0,Newbie or Novice
2022-08-16 00:51:00+00:00,13,Maelstrom,3,0,0,Any
2022-08-17 06:06:43.828651+00:00,32,Project *******,3,0,0,Any
2022-08-20 02:16:08.365520+00:00,13,Maelstrom,2,1,0,Any
2022-08-20 05:59:58.514355+00:00,13,Maelstrom,0,3,0,Any
2022-08-21 03:16:07.088273+00:00,183,Illuminated Tokyo,4,0,0,Newbie
2022-08-21 13:02:25.343736+00:00,146,North Star,4,0,0,Any
2022-08-22 03:42:58.618615+00:00,192,"Black Moon Contractors",2,0,0,Any
2022-08-24 09:29:26.339100+00:00,193,Testing,0,0,1,Any
2022-08-24 09:34:29.237481+00:00,193,Testing,0,0,1,Any
2022-08-25 03:57:53.632149+00:00,32,Project *******,4,0,1,Any
2022-08-30 20:06:00+00:00,13,Maelstrom,0,4,0,Newbie or Novice
2022-08-31 06:13:46.106912+00:00,32,Project *******,1,2,0,Any
2022-09-03 04:48:20.790551+00:00,13,Maelstrom,3,0,0,Any
2022-09-03 06:47:48.560477+00:00,13,Maelstrom,3,0,0,Newbie
2022-09-04 03:51:00+00:00,32,Project *******,3,0,0,Any
2022-09-05 03:16:22.825499+00:00,32,Project *******,3,0,0,Newbie
2022-09-05 06:10:40.191680+00:00,32,Project *******,4,0,0,Seasoned
2022-09-07 03:59:51.182977+00:00,13,Maelstrom,2,0,1,Any
2022-09-23 05:12:37.538679+00:00,32,Project *******,3,0,0,Any
2022-09-23 12:45:00+00:00,168,The Continent,0,0,2,Any
2022-09-25 03:51:35.406729+00:00,32,Project *******,3,0,0,Seasoned
2022-09-26 19:30:59.389880+00:00,13,Maelstrom,3,0,0,Newbie
2022-09-28 00:52:11.718556+00:00,32,Project *******,2,0,0,Novice
2022-09-29 05:51:33.770060+00:00,32,Project *******,3,0,0,Seasoned
2022-10-02 04:10:43.579427+00:00,186,Denver: Wash Park,3,0,0,Newbie
2022-10-03 04:39:41.131225+00:00,13,Maelstrom,4,0,0,Any
2022-10-07 07:28:39.905188+00:00,32,Project *******,4,0,0,Any
